  1927 , -16062,    642 
   899 , -16576,   -128 
   128 , -16576,   -385 
 -1670 , -15805,   -385 
 -2184 , -16319,   -899 
 -2698 , -15034,  -1927 
 -2698 , -15034,  -1927 
 -2955 , -15034,  -2955 
 -1927 , -15034,  -2698 
 -1413 , -14263,  -3983 
 -1413 , -13492,  -3983 
  -899 , -15805,  -5525 
   385 , -16576,  -8609 
  2184 , -17861,  -9123 
  2955 , -18118,  -9380 
  2955 , -20174, -10665 
  1670 , -18375, -13235 
  2184 , -17347, -13749 
  -128 , -15805, -12464 
  -642 , -16576, -11179 
 -2441 , -14520,  -9380 
 -5268 , -12207,  -6296 
 -3469 , -12721,  -6039 
 -5268 ,  -9380,  -6039 
 -7324 ,  -5268,  -5011 
 -5525 ,  -6296,  -6810 
 -5525 ,  -3212,  -8609 
 -5525 ,    385,  -6810 
 -3469 ,    642,  -9637 
 -2955 ,    385, -11179 
 -2441 ,  -1413, -10665 
 -1156 ,  -6039, -12721 
 -2184 ,  -5525, -14006 
  -385 ,  -6553, -12978 
   385 ,  -8352, -14006 
 -1670 ,  -5782, -14006 
  -128 ,  -8609, -12721 
  -642 ,  -7581, -14006 
  -899 ,  -6553, -12464 
  1413 ,  -7581, -10922 
  1413 ,  -5782, -12464 
   899 ,  -4240, -11693 
  2955 ,  -7581, -10408 
  3726 ,  -7067, -10922 
  3726 ,  -5525,  -6553 
  2441 , -10665,  -9894 
   899 , -11436, -10922 
  -128 ,  -8609, -12464 
  1927 ,  -7324, -12978 
  2698 ,  -7324, -12207 
  2955 ,  -6810, -11693 
  3212 ,  -9123,  -9894 
  4497 , -12207,  -9894 
  4240 , -12207,  -9637 
  2441 , -10408, -10408 
  1927 , -10665, -10151 
  2184 , -10408, -10665 
  2955 ,  -7324, -12978 
  1927 ,  -8095,  -6039 
 -5268 , -32767, -32767 
  9123 , -12464,  -9894 
 -2184 , -13492,  -1413 
  -385 , -16062,  -1156 
  -899 , -15034,  -1670 
  -899 , -15034,  -1670 
 -1156 , -14263,  -1413 
  -128 , -19403,    642 
 -1413 , -28141,    385 
 -1927 , -12464,   1413 
  -899 , -16062,   1927 
