  -899 , -16062,   1156 
 -1156 , -16062,    642 
  -899 , -15805,    899 
  -899 , -16319,    899 
  -899 , -16319,   1670 
  -899 , -17090,   1927 
  -899 , -17090,   1927 
 -1156 , -16062,   2441 
 -1156 , -17604,   2184 
  -128 , -17861,   2955 
   642 , -18889,   2698 
   128 , -19403,   2955 
   128 , -19403,   2955 
  -642 , -19660,   3212 
 -1670 , -19917,   3212 
 -2184 , -19146,   3212 
 -2184 , -18375,   2441 
 -2955 , -17604,   1927 
 -2955 , -16319,   1670 
 -3212 , -15548,   1413 
 -3726 , -14777,   1413 
 -4754 , -14520,   1413 
 -4497 , -14263,   1670 
 -5011 , -14006,    899 
 -5011 , -13749,   1156 
 -5268 , -13749,   1156 
 -4754 , -12978,   1156 
 -4754 , -12978,   1413 
 -4754 , -12721,   1413 
 -5011 , -12721,   1413 
 -5011 , -12207,   1413 
 -5268 , -12464,   2184 
 -5782 , -12207,   1670 
 -4754 , -12721,   1413 
 -4240 , -12721,   1670 
 -3983 , -12978,   1927 
 -3726 , -13749,   1670 
 -3726 , -13749,   1670 
 -2955 , -14263,   1927 
 -3212 , -15034,   1670 
 -2441 , -15805,   1413 
 -2441 , -15034,   1413 
 -1670 , -16062,   1670 
 -2184 , -16319,   1413 
 -1927 , -16062,    899 
 -2184 , -16062,   1670 
 -2441 , -16062,   1670 
 -2184 , -16319,    899 
 -2441 , -16319,   1413 
 -1413 , -15805,    642 
  -128 , -15291,   1156 
 -1927 , -15034,   1156 
 -1927 , -16319,    385 
 -1927 , -16319,    899 
 -1927 , -16319,    385 
 -1156 , -16833,    642 
 -1670 , -16576,   1413 
 -2441 , -16576,    899 
 -2955 , -16319,   1413 
 -1927 , -15805,   1156 
 -1413 , -15805,    899 
 -1413 , -15034,   1413 
 -1413 , -15034,   1413 
 -1413 , -15805,    642 
 -1413 , -16319,    899 
 -2184 , -16062,    642 
 -1413 , -16062,    642 
   642 , -17090,    128 
