 -3469 , -17347,   3983 
 -3983 , -16319,   2955 
  -642 , -16576,    899 
  -128 , -17090,    385 
  1670 , -18375,    642 
  1156 , -20688,    642 
  1156 , -20688,    642 
  1670 , -20431,   -385 
  3212 , -19917,  -2955 
  3469 , -19403,  -1670 
  1670 , -19917,   -385 
  1413 , -18118,  -3469 
  3726 , -16319,  -1670 
  6553 , -14006,  -1927 
  6553 , -12978,  -1156 
  8609 , -10922,  -6810 
  7838 , -14006,  -2698 
  7067 , -14263,  -3983 
 10408 , -14263, -13235 
  8866 , -13235,  -5525 
  7324 , -11436,  -2441 
  9380 , -10408,  -9380 
  5782 ,  -8352,  -5268 
  4240 ,  -6039,  -2184 
  8609 ,  -6296,  -7324 
 10151 ,  -5525,  -5268 
  8352 ,  -7581,  -3212 
  9894 ,  -7581,  -5782 
  9123 ,  -8609,  -6553 
  7581 ,  -7838,  -3726 
  7838 ,  -6039,  -4497 
  9894 ,  -7838,  -5268 
 11950 ,  -6810,  -3469 
  9123 ,  -7838,  -1156 
  7324 ,  -6553,  -3726 
  9637 ,  -9380,  -4240 
 11950 ,  -8609,  -2955 
 11179 ,  -9380,  -2698 
 10665 , -10922,  -3726 
 10408 , -11950,  -3469 
  9894 , -12207,  -4754 
  8095 , -11693,  -4240 
  8866 , -13235,  -3212 
  8866 , -12207,  -3726 
  7324 , -11693,  -2441 
  7581 , -12464,  -2184 
 10665 , -14777,  -1156 
  6810 , -16833,  -2441 
  7838 , -12464,  -1413 
  5268 , -15291,  -1927 
  4754 , -13749,  -2441 
  6296 , -14006,  -2441 
  5782 , -14263,  -2441 
  5525 , -14006,  -1413 
  5525 , -14520,  -1670 
  4754 , -14777,  -1156 
  5011 , -14520,   -385 
  3469 , -14263,   -899 
  2441 , -15291,   -128 
  1670 , -15291,    128 
   899 , -15291,    642 
   899 , -16319,    128 
   899 , -16319,    128 
  -385 , -16319,   2441 
 -1413 , -16576,    385 
 -2441 , -18118,    899 
 -2441 , -16576,    899 
 -1156 , -15548,    128 
