 -2441 , -16319,    899 
 -2441 , -16062,   1156 
 -2184 , -16062,    899 
  -642 , -20174,   5011 
  1413 , -21973,   3983 
 -1156 , -21973,   5525 
 -1156 , -21973,   5525 
  -128 , -21459,   5011 
   642 , -21459,   3726 
   385 , -20174,   1927 
 -1413 , -18375,   1670 
   128 , -17347,   -128 
  1156 , -17347,   -128 
  1156 , -17604,   -128 
  1670 , -16576,    385 
  2184 , -15034,   1670 
  1927 , -14520,   1927 
  1927 , -12978,   -385 
   642 , -11179,  -2184 
   385 , -10665,  -3212 
   128 , -10408,  -4497 
   385 , -10665,  -3469 
   385 , -10665,   -899 
   642 , -11693,  -1670 
   642 , -12464,  -1156 
  -128 , -12207,  -2184 
 -1670 , -12207,  -1156 
 -1413 , -13749,  -1156 
 -1156 , -14777,   1156 
  -899 , -16062,   -385 
  -899 , -16319,    128 
  -899 , -16062,    642 
  -385 , -15548,    128 
  -128 , -14520,    128 
  -385 , -14520,   -642 
  -385 , -15034,   -899 
 -1156 , -15548,    899 
 -1156 , -15548,    899 
  -899 , -16833,    128 
  -642 , -16062,    899 
 -3469 , -16833,   3469 
  -385 , -14263,    128 
  -642 , -15548,   -128 
