 -5011 , -17347,    385 
 -5011 , -17861,   2184 
 -5268 , -19403,   3212 
 -6296 , -19660,   1156 
 -5525 , -19403,  -1156 
 -5268 , -18375,   -128 
 -5268 , -18375,   -128 
 -6039 , -19403,   -385 
 -7324 , -19917,  -2955 
 -6296 , -18375,  -1670 
 -7067 , -17604,   -642 
 -9123 , -17347,  -3212 
 -8352 , -14777,  -2184 
 -9637 , -13492,    128 
-10665 , -12721,  -1413 
-10408 , -10408,  -1413 
 -9380 ,  -8866,  -3469 
 -8866 ,  -7067,  -7324 
 -6553 ,  -6039,  -7581 
 -7838 ,  -7324,  -6553 
 -8866 ,  -8866,  -5011 
 -8095 ,  -8609,   -128 
 -9380 ,  -8866,    899 
 -9894 ,  -9637,   1670 
 -7324 ,  -7581,   1156 
 -7324 ,  -9123,    385 
 -7324 ,  -9637,   -128 
 -4754 , -10665,  -2441 
 -5011 , -12464,  -4754 
 -3983 , -12978,  -4240 
 -3469 , -14006,  -2955 
 -5268 , -16062,  -2441 
 -4240 , -17347,  -2698 
 -2698 , -16062,  -2184 
 -2698 , -15548,  -1670 
 -2698 , -14777,  -2441 
 -1413 , -14263,  -1413 
 -1927 , -14520,   -642 
 -2184 , -15034,   -899 
 -1413 , -16062,  -1413 
  -385 , -17861,  -1156 
 -1413 , -11436,  -2184 
 -2184 , -18632,    385 
  -899 , -14263,   -642 
  -899 , -14006,   -642 
 -1413 , -14263,  -1156 
 -1413 , -14263,  -1156 
  -642 , -14263,    128 
 -3983 , -21716,    642 
 -2698 , -14777,   1413 
 -2441 , -14520,   2184 
 -2184 , -16319,   1156 
