 -1156 , -15805,    899 
  -128 , -16062,    128 
 -5011 , -15034,   6296 
  -385 , -16319,  -1927 
   899 , -17861,  -4754 
 -2184 , -16576,  -3726 
 -2184 , -16576,  -3726 
   642 , -12978,  -3469 
 -1927 , -13492,   1927 
   128 , -11693,   1413 
   642 , -18118,   1670 
   385 , -15805,   1413 
   899 , -16576,   1927 
  1156 , -16833,   2184 
  2441 , -17347,   3726 
  2441 , -18118,   2955 
  2698 , -21459,   4240 
  2955 , -21459,   3983 
  2955 , -22487,   6296 
  2698 , -17861,   6810 
  3983 , -13749,  11179 
  6296 , -10151,  14777 
  6039 ,  -8866,  17604 
  6039 ,  -7324,  18375 
  5525 ,  -9894,  12978 
  3983 , -13749,   5011 
   899 , -16833,   1156 
  -642 , -14777,   1670 
 -1156 , -11693,   6296 
   385 ,  -9894,  11693 
  3726 ,  -9637,  13492 
  4497 , -11179,  15291 
  5011 , -10922,  15548 
  5782 ,  -9894,  14006 
  3212 ,  -8609,   8609 
   128 , -10151,   3983 
 -2184 , -12978,   3983 
  -385 , -11436,   5268 
  1413 , -12464,   8095 
  2698 , -15291,  10922 
  2441 , -15548,  12464 
  3983 , -16319,  11436 
  1156 , -16062,  10408 
  -385 , -12721,   4754 
 -1927 ,  -9380,   2184 
 -3983 ,  -7581,  -1156 
 -6296 ,  -6553,  -3212 
 -4240 ,  -7838,  -1670 
 -3726 , -10665,    899 
 -1413 , -12464,   2955 
  1670 , -16319,   8352 
  2184 , -20688,  12464 
  3983 , -21202,   8095 
  2184 , -19917,   4754 
  2184 , -19146,   4240 
  -385 , -17347,   2441 
   128 , -15034,   1156 
  -899 , -15034,   2955 
  -899 , -14263,   2698 
   899 , -12721,   6296 
  2184 , -12207,   8866 
   385 , -10151,   6810 
   899 , -10408,   7581 
  -642 , -13235,   4497 
 -1413 , -14006,   -385 
 -7067 , -12464,    385 
  -128 , -13235,    385 
 -1927 , -18632,    642 
 -1670 , -15548,   1156 
 -1670 , -15548,   5268 
  -899 , -15548,   6039 
   128 , -14777,   7838 
  -385 , -15034,   6039 
   642 , -15291,   5011 
   642 , -15034,   4754 
 -1156 , -13749,   1670 
 -1156 , -18889,  -1156 
 -2441 , -18889,  -2184 
 -2441 , -18889,  -2184 
 -2698 , -12978,  -2441 
 -2955 , -13492,   -899 
 -1156 , -17090,   2955 
  -642 , -15805,   3983 
  -899 , -15034,   4240 
