 -1927 , -15805,   1413 
  -385 , -16319,   1670 
 -1156 , -15805,    128 
 -2955 , -15805,   1413 
 -1413 , -16062,   1156 
 -3469 , -16576,  -1927 
 -3469 , -16576,  -1927 
 -1156 , -16062,   3469 
 -2441 , -17347,   2441 
 -2698 , -18632,   2441 
 -1670 , -18632,   2698 
 -1156 , -19660,   3983 
  -899 , -20945,   4754 
 -1156 , -21459,   4497 
 -1156 , -21459,   2698 
 -1927 , -20431,  -1413 
 -2698 , -18889,  -5011 
 -2184 , -17090,  -6553 
 -1927 , -13492,  -7067 
  -899 , -12721,  -8609 
  -385 , -12207,  -8866 
   642 , -12464,  -5782 
  1927 , -12978,  -2698 
  2698 , -13749,  -1413 
  3212 , -14777,   -128 
  3469 , -14263,   1413 
  3726 , -11693,    385 
  3983 , -12207,   -899 
  3726 , -11693,   -899 
  3469 , -11436,  -1156 
  3212 , -11950,  -3469 
  2441 , -11436,  -3983 
  1927 , -11693,  -2698 
  1927 , -12464,  -1927 
  1413 , -13235,   -899 
  1670 , -14006,    642 
  1670 , -14263,    899 
  1670 , -15291,   1927 
  1413 , -15548,   2955 
  1413 , -15291,   2184 
  -899 , -24543,   5011 
   385 , -16833,   -128 
   128 , -11693,  -1927 
   128 , -12207,   -642 
  1156 , -15548,   2441 
   642 , -17347,   3212 
   642 , -15291,    128 
  -899 , -14520,   -385 
  -899 , -15291,    642 
  -642 , -16062,   1413 
  -642 , -16833,    899 
  -642 , -16319,    642 
  -642 , -14777,  -1156 
 -2184 , -15805,  -1413 
 -1670 , -15291,  -1670 
 -2184 , -15548,   -899 
 -3726 , -15034,   -128 
 -1413 , -15548,   -385 
 -2184 , -16062,   -128 
 -1413 , -15548,   -899 
 -1670 , -15548,   -642 
 -1670 , -15548,   -642 
 -1413 , -15548,   -385 
 -1413 , -16062,    128 
 -1670 , -15548,    128 
 -1670 , -15805,    642 
 -1413 , -15805,   1413 
