 -1156 , -15805,    642 
  -899 , -15805,   1156 
 -1927 , -15805,    899 
 -2441 , -15805,    899 
 -2184 , -16319,   1413 
 -1156 , -17347,   1413 
 -1156 , -17347,   1413 
 -1156 , -17090,   2441 
 -3469 , -17604,   2441 
 -2955 , -17347,   1413 
 -1156 , -16833,   1156 
   642 , -17090,   1670 
  -128 , -17090,   2955 
 -3212 , -18375,   3726 
 -4240 , -19403,   4754 
 -2698 , -20688,   5011 
 -1156 , -19146,   3469 
  -128 , -18118,   2955 
  1413 , -18889,   4240 
  1413 , -16833,   5268 
   128 , -15548,   4497 
 -2698 , -15291,   4240 
 -1670 , -16576,   4240 
  -385 , -15548,   3469 
  1670 , -15034,   2184 
  3212 , -15548,   1156 
  3983 , -15034,    385 
  3983 , -14006,    385 
  1670 , -12978,   1156 
   128 , -13492,   1927 
  1413 , -15034,   2955 
  4497 , -14520,   2184 
  6553 , -13749,   1927 
  5525 , -12464,    385 
  3983 , -12464,   -385 
  3212 , -12978,   -899 
  3983 , -11436,   -899 
  4497 , -10151,  -1413 
  3726 , -11436,  -1670 
  3983 , -12721,  -1670 
  4497 , -12464,  -1670 
  5268 , -12978,  -1413 
  4754 , -12978,  -1156 
  4754 , -13492,  -1156 
  4497 , -13235,  -1413 
  3983 , -13492,  -1927 
  5011 , -15291,  -1413 
  5525 , -15291,   -899 
  5525 , -15548,   -385 
  6553 , -16319,    642 
  6039 , -15548,   1413 
  5011 , -13492,   1156 
  4240 , -13235,    128 
  3983 , -13492,   -128 
  3469 , -12721,   -642 
  2698 , -12721,   -128 
  1927 , -12464,    385 
  1927 , -13235,    128 
  3212 , -14777,   -642 
  5011 , -16319,  -1156 
  5782 , -17861,   -642 
  5268 , -18375,    899 
  4754 , -18118,   1927 
  3726 , -17347,   2184 
  2955 , -15548,   1670 
  2441 , -14263,   1156 
  2441 , -14006,   1413 
  3469 , -14006,   1156 
  3983 , -15034,   1670 
  4497 , -15034,   1413 
  4240 , -14777,   1156 
  3212 , -10665,    899 
  2955 , -15805,  -1927 
  2698 , -15805,   1413 
  1670 , -15034,    642 
  2184 , -15291,    642 
  2698 , -15034,   1156 
  2441 , -15291,   1156 
  1927 , -15291,   1156 
  1413 , -15291,   1670 
  1413 , -15291,   1670 
   385 , -16319,   2441 
  1670 , -16576,   1670 
  -128 , -15805,    642 
  -385 , -15805,    385 
  -385 , -16062,    642 
