   385 , -19146,  -7324 
 -1670 , -15291,    385 
 -1156 , -16062,    128 
  -128 , -16576,   -128 
 -2698 , -17090,  -5011 
 -2441 , -18375,  -6039 
 -2441 , -18375,  -6039 
 -2698 , -19146,  -6039 
  -899 , -18889,  -3212 
  2698 , -19917,   1413 
  5011 , -17604,   7581 
  9123 , -16319,   9637 
 10665 , -15805,  15034 
 10151 , -14777,  15291 
  9123 , -15548,  12978 
  6296 , -17861,   7581 
  2184 , -17347,   -128 
   128 , -18118,  -2184 
   385 , -15034,  -1156 
  1413 , -12464,   1670 
  3726 , -11436,   9380 
  6553 ,  -9894,  16319 
  8095 , -10151,  18375 
  6039 , -11693,  18632 
  2184 , -14006,  10665 
 -2184 , -14006,   2955 
 -2441 , -11693,  -1670 
 -1413 , -11693,  -1413 
 -1413 , -11179,   2698 
  2441 ,  -8095,   8866 
  4754 , -11436,  18889 
  5525 ,  -9637,  19146 
  5011 , -10922,   7838 
   128 , -10665,    899 
  1670 , -16319,    385 
  3726 , -17347,   5011 
  1670 , -17090,   6039 
   385 , -15548,   6810 
   385 , -14520,   4240 
   385 , -15034,   1670 
 -1670 , -14006,   -128 
   128 , -12978,   -385 
   642 , -13235,   1927 
   642 , -13235,   1927 
   128 , -15548,   6039 
