 -1670 , -15034,   1927 
 -1156 , -15548,   1927 
 -1927 , -16062,    899 
 -1156 , -16576,    385 
  -642 , -16576,   1156 
 -1413 , -16062,   1670 
 -1413 , -16062,   1670 
 -1413 , -17861,   2184 
 -1927 , -20174,   3212 
 -2184 , -21459,   2698 
 -1670 , -20945,   2184 
 -1927 , -20945,   1413 
 -1413 , -20174,    899 
 -1413 , -18889,   -385 
  -642 , -18118,  -1413 
  -385 , -17604,  -1927 
  -128 , -17090,  -1670 
   642 , -16833,  -2441 
  1156 , -16833,  -2441 
   642 , -15291,  -2184 
   899 , -14263,  -4240 
  1156 , -12464,  -5782 
   385 , -10665,  -4240 
   128 , -10665,  -3212 
  1670 , -10665,  -5011 
  -128 ,  -9637,  -2955 
 -1413 ,  -9123,  -2184 
  1413 , -10408,  -5268 
  -642 , -10408,  -2184 
 -1927 , -10922,  -1156 
  -128 , -13749,  -3212 
 -1413 , -13749,  -1670 
 -2955 , -13749,  -1670 
  -899 , -15291,  -3726 
 -1670 , -14263,  -1156 
 -2698 , -14777,   -128 
 -1156 , -16319,   -899 
 -1927 , -16576,   -128 
 -1927 , -16833,  -1156 
 -1670 , -16576,  -1413 
 -1670 , -16062,   -385 
 -1670 , -15805,   -385 
 -1156 , -16062,  -1156 
 -1413 , -16062,   -128 
 -1413 , -16062,   -385 
  -642 , -16062,   -899 
 -2184 , -15805,   -385 
 -1156 , -16576,  -1156 
  -642 , -15034,  -1156 
  -899 , -16062,    128 
  -899 , -15548,    128 
  -899 , -15548,    128 
 -1156 , -15805,   -128 
 -1413 , -16319,    642 
 -1670 , -15548,    642 
 -1413 , -15548,    128 
 -1413 , -15291,   1670 
