 -1670 , -16062,   1156 
 -1413 , -16062,    642 
 -1927 , -15805,    642 
 -2184 , -15291,   1156 
 -1670 , -16576,   1413 
  -642 , -15805,   2955 
  -642 , -15805,   2955 
  -899 , -17604,   3212 
 -1927 , -16062,   3212 
 -2184 , -16576,   2184 
 -3983 , -18375,   -128 
 -6553 , -20174,   -642 
 -5782 , -18889,  -1156 
 -3726 , -18375,   1670 
 -2698 , -18375,   3469 
 -2955 , -18632,   3212 
 -2698 , -16319,   2184 
   128 , -16576,   -128 
 -2698 , -14006,   1927 
  -899 , -15805,   1413 
  -642 , -17347,    128 
  -385 , -20431,  -1413 
  -899 , -19917,   -128 
  -899 , -17090,    128 
   128 , -13235,  -1156 
 -1670 , -12978,  -3983 
 -1670 , -11950,  -5525 
  -642 ,  -9380,  -6039 
  1413 , -10408,  -5525 
  1927 , -14777,   -642 
   385 , -19917,  -1927 
 -3212 , -17604,  -6296 
 -5011 , -12207,  -9380 
 -4497 ,  -8866,  -7581 
 -1927 ,  -7838,  -6039 
 -4240 ,  -7581,  -5268 
 -1413 , -14777,  -3983 
   642 , -16576,  -2698 
  1670 , -14006,  -1156 
  -899 , -12978,   -385 
  1413 , -15291,  -3212 
 -3469 , -14263,  -5011 
 -3212 , -12464,  -2955 
 -1413 , -11179,  -2184 
   128 , -14520,  -1670 
 -1413 , -10665,   -642 
  2441 , -15034,   -128 
 -1927 , -18632,  -2184 
 -3469 , -18632,  -3726 
 -4497 , -16319,  -1927 
 -2955 , -15291,  -1413 
 -4754 , -18375,   -385 
 -3983 , -18632,  -3983 
 -1670 , -16576,  -1156 
 -1927 , -12207,   2698 
 -1670 , -12978,    642 
 -2441 , -13492,    128 
 -1670 , -13749,  -2441 
 -4497 , -15034,   4754 
 -1413 , -14006,   -128 
 -1413 , -14006,   -128 
 -3212 , -11693,   1927 
 -3726 , -19403,   1927 
 -2698 , -15805,   1156 
 -2441 , -15291,   1413 
 -2184 , -15805,   1156 
