 -1156 , -15034,   -642 
  -385 , -15805,   -642 
  -128 , -15805,    128 
  -128 , -14520,    385 
  -385 , -15291,  -3212 
  1156 , -16062,  -5011 
  1156 , -16062,  -5011 
 -1156 , -17604,  -7581 
 -2698 , -19146,  -6810 
  1413 , -18632,  -4497 
  5011 , -18118,   -385 
  5525 , -17604,   7067 
  8609 , -15034,  10665 
  7838 , -12464,  16062 
  8866 , -11179,  18632 
  9123 , -10665,  18118 
  7838 , -11950,  12207 
  6039 , -15034,   6810 
  4497 , -17861,   2955 
  3726 , -15291,   2441 
  2441 , -13492,   3469 
  1927 , -11950,   8095 
   899 , -10922,  12207 
  1156 , -11436,  12207 
  1927 , -12207,  11436 
  3212 , -14263,   9637 
  3212 , -17861,   7581 
  2184 , -18632,  12978 
  2698 , -15034,  17347 
  3212 , -15548,  13749 
  1670 , -12978,   5525 
  -128 ,  -9380,   3469 
 -1156 ,  -3726,   1670 
 -2698 ,  -3983,   3726 
 -4240 ,  -2184,   4497 
 -2698 ,  -2441,   5782 
 -1927 ,  -6296,   9637 
   128 , -10408,  10151 
  -899 , -13492,   9123 
   128 , -17604,   7581 
 -1156 , -19403,   7324 
 -1156 , -18889,   6296 
  -899 , -18118,   3983 
 -1413 , -16062,   3212 
 -1927 , -15291,   2698 
  -642 , -14520,   3726 
  2184 , -14263,   5268 
  1670 , -15805,   5782 
  2441 , -15805,   6553 
  1156 , -16062,   8609 
  -128 , -16319,   8609 
   899 , -17090,   4240 
  -642 , -16319,    642 
  -385 , -15805,    385 
   128 , -16319,   3469 
   899 , -15548,   3469 
   899 , -15034,   3212 
  -899 , -15805,   2441 
  -899 , -15805,   2441 
 -1413 , -15805,   1670 
 -1670 , -16062,    899 
 -1670 , -16062,   1156 
 -1927 , -16833,    385 
 -1156 , -16062,   1156 
