 -1927 , -15805,   1156 
 -1670 , -16319,    899 
 -2184 , -16062,    899 
 -2955 , -16319,    899 
 -2184 , -17861,   -128 
 -2441 , -18632,    128 
 -2441 , -18632,    128 
 -3726 , -18632,   1156 
 -2698 , -19660,    899 
 -3983 , -20174,    385 
 -4240 , -20688,    128 
 -3983 , -21459,  -1156 
 -3726 , -19403,   -642 
 -1670 , -18375,   -128 
   385 , -18375,   -128 
  1156 , -17347,   -128 
  2698 , -16062,    385 
  4497 , -15805,    642 
  4240 , -15291,    128 
  1413 , -15291,  -1156 
   642 , -15805,  -2698 
  -385 , -16062,  -3469 
  -899 , -14263,  -4240 
  -385 , -13235,  -4497 
  -385 , -12721,  -4497 
  1670 , -12207,  -4240 
  2184 , -11436,  -3726 
  1670 ,  -9894,  -2441 
  2955 , -10922,  -2698 
  2955 , -11436,  -2184 
  1927 , -10922,  -2184 
  3212 , -11179,  -1156 
  2955 , -11950,  -1927 
  2184 , -11436,   -899 
  1670 , -12721,  -1156 
   899 , -12721,  -1156 
  1156 , -13492,   -128 
   128 , -14520,    128 
  -128 , -16062,    899 
  -128 , -18118,   1413 
 -1927 , -18889,   1156 
 -2955 , -19146,    385 
 -1670 , -19146,    385 
 -1413 , -16833,   -128 
 -1670 , -15291,    128 
 -1670 , -15291,   -385 
 -1156 , -15291,    642 
 -1156 , -15291,    642 
  -128 , -15034,   1156 
 -2441 , -32767,  -3212 
 -2441 , -16062,   1927 
 -1413 , -16062,    899 
  -899 , -16319,   1413 
