  -128 , -16062,   1670 
 -1413 , -15548,    899 
 -1413 , -16319,   1670 
 -1413 , -16319,   1413 
 -1413 , -16062,   2184 
 -2184 , -16576,   1670 
 -2184 , -16576,   1670 
 -1927 , -17604,   1670 
 -1413 , -19403,   1670 
 -1413 , -20174,   2441 
  -899 , -20174,   2955 
  -899 , -19917,   3212 
  -899 , -19146,   2955 
 -1413 , -18632,   2698 
 -1156 , -17861,   2184 
 -1156 , -16833,   1413 
  -899 , -16319,   1413 
   385 , -16319,    899 
   642 , -16062,    899 
  1156 , -15548,    899 
  1927 , -15034,   1156 
  2184 , -14263,    899 
  2698 , -14263,    642 
  2698 , -14263,   -128 
  2698 , -14263,   -385 
  3469 , -13749,   -385 
  5011 , -12978,    128 
  6810 , -13492,    128 
  6553 , -13235,    128 
  5268 , -12207,    128 
  3469 , -11950,   -642 
  2441 , -12978,  -1156 
  2441 , -13235,  -1413 
  1670 , -12978,   -128 
  2441 , -14263,   -128 
  3212 , -14520,   -128 
  1413 , -14520,    642 
  1670 , -15034,    385 
  1670 , -14777,    128 
  1156 , -14777,    385 
   642 , -15291,    128 
   385 , -15034,   -385 
  -385 , -14777,   -128 
  1156 , -15291,   -642 
  1670 , -15805,   -385 
  1156 , -15548,   -642 
   128 , -15548,   -385 
  -642 , -15805,   -642 
  -899 , -16062,   -642 
  -385 , -15805,   -642 
  -899 , -15291,   -642 
 -1670 , -14777,  -1156 
  -385 , -15548,   1156 
   385 , -14777,   1413 
   128 , -14263,    642 
 -1156 , -14263,    385 
 -2184 , -14777,   -128 
 -2184 , -14777,   -128 
 -1156 , -16319,   -385 
  5525 , -24286,   -385 
   128 , -15548,    385 
   128 , -15034,   1156 
  -385 , -15805,   1156 
