  -642 , -15805,   1156 
  -642 , -16062,   1156 
  -642 , -15805,   1156 
 -2441 , -16062,   1670 
  -128 , -16319,   1670 
 -1927 , -17861,   3469 
 -1927 , -17861,   3469 
 -3469 , -16576,   3726 
 -2184 , -18375,   2698 
 -1927 , -18889,   1413 
 -2698 , -19146,   1927 
 -5268 , -17347,   3726 
 -3212 , -17604,   1156 
 -2441 , -16576,   -128 
 -4754 , -14520,   2184 
 -3469 , -14520,   1927 
 -1927 , -15548,    899 
 -2698 , -17090,    128 
 -3726 , -16576,   1156 
 -4240 , -17347,    899 
 -1670 , -19403,  -2184 
 -3212 , -18118,  -1670 
 -4754 , -17347,  -1413 
 -2955 , -16576,  -3469 
 -2698 , -15548,  -4754 
 -3469 , -14263,  -5011 
 -4240 , -10922,  -3983 
 -2955 , -10408,  -5268 
 -1156 , -10922,  -7067 
 -2441 ,  -9123,  -6039 
 -3469 ,  -6810,  -4754 
 -2955 ,  -7581,  -5782 
  -385 ,  -8609,  -7067 
  -642 ,  -9123,  -6553 
 -1670 ,  -8866,  -6553 
 -1927 , -10408,  -7838 
 -1413 , -13235,  -8609 
 -3212 , -15291,  -8866 
 -5011 , -16319,  -6810 
 -5525 , -17604,  -4754 
   642 , -21973,  -9123 
 -5011 , -16062,  -5268 
 -5011 , -15548,  -6296 
 -7067 , -12721,   3212 
 -1670 , -12207,  -4497 
 -1670 , -14263,  -5268 
 -3983 , -12721,  -4754 
 -5011 , -10922,  -5268 
 -3469 , -12464,  -8352 
 -1927 , -13492,  -9123 
 -4497 , -12464,  -6296 
 -6810 , -15034,  -2184 
 -3983 , -15805,  -2698 
 -1413 , -13749,  -5268 
 -1156 , -13749,  -5782 
 -1156 , -13749,  -5782 
 -1156 , -14520,  -4497 
 -1156 , -16319,  -3212 
   128 , -20945,  -1156 
  3212 , -15548,  -2955 
  1156 , -14520,  -1670 
