 -1670 , -15805,    642 
 -2184 , -15805,    385 
 -3212 , -15548,    385 
 -1670 , -15548,   2184 
  -385 , -16062,   3469 
  1670 , -18889,   2955 
  1670 , -18889,   2955 
  1670 , -20431,   1927 
  -385 , -21202,   -642 
   899 , -20688,   -899 
  2955 , -20431,   2441 
  3469 , -19660,   2955 
  2955 , -18632,   2184 
  3983 , -18375,   2184 
  6810 , -17347,   2184 
 11950 , -14263,   1413 
 12207 , -14263,   2698 
  9380 , -11436,  -1413 
  7324 , -10151,  -7838 
  4497 ,  -9637,  -4754 
  7324 , -10665,  -5525 
 10408 ,  -9894, -10408 
  8095 ,  -9637,  -6810 
  8352 , -10151,  -7581 
  8095 ,  -9123,  -5011 
  9637 ,  -6810,  -3983 
  8352 ,  -7324,  -5525 
  8609 ,  -7324,  -5268 
  8609 ,  -5525,  -2698 
  9637 ,  -6553,  -2184 
 10665 ,  -6296,  -2441 
 10408 ,  -5525,  -1156 
  8866 ,  -8095,    385 
 11693 ,  -8609,  -1156 
 12464 ,  -7581,  -1156 
  9894 ,  -8352,   1156 
  9637 , -10151,   -642 
 10665 , -11693,  -2441 
  9894 , -11179,  -2441 
  9123 , -11950,  -1670 
 10922 , -13492,  -3212 
 10665 , -11950,  -2698 
  9894 , -12721,  -1413 
 11436 , -13749,  -1156 
  9637 , -14263,  -1413 
  7324 , -11950,  -1413 
  6553 , -13235,  -1413 
  8609 , -13235,  -1156 
  7324 , -11950,  -1670 
  6296 , -11179,   -385 
  7838 , -12978,   -642 
  6810 , -12207,  -1156 
  6810 , -15548,   -642 
  6296 , -14263,    128 
  6296 , -13749,   -385 
  6810 , -13749,    128 
  5525 , -14520,   -128 
  4754 , -14520,    128 
  4240 , -14777,   1156 
  9894 , -25828,   2955 
  3469 , -15291,   2441 
  2441 , -16062,   1670 
  2184 , -15805,    899 
  1670 , -15291,   2184 
   642 , -15805,   1156 
   385 , -15291,   1413 
   385 , -15291,   1413 
   128 , -15805,   1927 
 -2698 , -16576,    385 
 -2955 , -14777,    642 
 -2184 , -15291,    899 
 -1413 , -15548,    899 
